calibre_id,title,authors,publisher,year,subjects,topic_tags,rating,formats,description
2974,Bite Me,Christopher Moore,HarperCollins,2010,Fantasy; Fiction; Historical; General; American Science Fiction And Fantasy; Fiction - General; Vampires; Contemporary; Cats; Humorous; Love Stories; Rennette; American Satire And Humor; Fantasy - Contemporary,fiction_sf; fiction_fantasy; fiction_general; history; science_general,,epub; lit,"EDITORIAL REVIEW: The city of San Francisco is being stalked by a huge shaved vampyre cat named Chet, and only I, Abby Normal, emergency backup mistress of the Greater Bay Area night, and my manga-haired love monkey, Foo Dog, stand between the ravenous monster and a bloody massacre of the general public. Whoa. And this is a love story? Yup. 'Cept there's no whining. See, while some lovers were bor…"
2822,Eldest,Christopher Paolini,"Random House Digital, Inc.",2005,Fantasy; Fiction; Fantasy Fiction; General; Action & Adventure; Juvenile Fiction; Epic; Dragons; Imaginary Places; Fantasy & Magic; Elves; Animals; Mythical; Young Men; Youths' Writings,fiction_fantasy; fiction_general,8,epub; mobi; pdf,"Darkness falls…despair abounds…evil reigns… Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider: magic and swordsmanship. Soon he is on the journey of a lifetime, his eyes open to awe-inspring…"
2978,Eldest,Christopher Paolini,"Random House Digital, Inc.",2005,Fantasy; Fiction; Fantasy Fiction; General; Action & Adventure; Juvenile Fiction; Epic; Dragons; Imaginary Places; Fantasy & Magic; Elves; Animals; Mythical; Young Men; Youths' Writings,fiction_fantasy; fiction_general,8,epub; lit; pdf,"Darkness falls…despair abounds…evil reigns… Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider: magic and swordsmanship. Soon he is on the journey of a lifetime, his eyes open to awe-inspring…"
2805,A Wizard In Bedlam,Christopher Stasheff,,2011,,,,epub; mobi; rtf,
2986,A Wizard In Bedlam,Christopher Stasheff,,2011,,,,epub; lit; rtf,
2802,A Wizard In Midgard,Christopher Stasheff,,2011,,,,epub; mobi; rtf,
2988,A Wizard In Midgard,Christopher Stasheff,,2011,,,,epub; lit; rtf,
2807,A Wizard In a Feud,Christopher Stasheff,,2011,,,,epub; mobi,
2984,A Wizard In a Feud,Christopher Stasheff,,2011,,,,epub; lit,
2808,A Wizard and a Warlord,Christopher Stasheff,,2011,,,,epub; mobi,
2979,A Wizard and a Warlord,Christopher Stasheff,,2011,,,,epub; lit,
2806,A Wizard in Absentia,Christopher Stasheff,Ace,1993,Science Fiction; Fiction; General; Fantasy,fiction_sf; fiction_fantasy; fiction_general; science_general,10,epub; mobi; rtf,"After living a life of drinking and barroom brawling, Magnus d'Armand joins forces with SCENT, an organization designed to help bring democracy to outlying planets, and ventures to a medieval planet to help lead their revolution"
2985,A Wizard in Absentia,Christopher Stasheff,Ace,1993,Science Fiction; Fiction; General; Fantasy,fiction_sf; fiction_fantasy; fiction_general; science_general,10,epub; lit; rtf,"After living a life of drinking and barroom brawling, Magnus d'Armand joins forces with SCENT, an organization designed to help bring democracy to outlying planets, and ventures to a medieval planet to help lead their revolution"
2803,A Wizard in Chaos,Christopher Stasheff,Macmillan,1997,Science Fiction; Fantasy; Fiction; Space Opera; Historical; Fantasy Fiction; General; Epic; Wizards; Gallowglass; Magnus (Fictitious Character),fiction_sf; fiction_fantasy; fiction_general; history; science_general,6,epub; mobi,"Under the nom de guerre of Gar Pike, renegade psychic wizard Magnus D'Armand travels the stars fighting injustice and oppression, like his father, Rod Gallowglass, the Warlock in Spite of Himself. But unlike his famous father, Magnus refuses to play the rules, sowing the seeds of freedom and revolution throughout the galaxy. The Rogue Wizard has met his match--a crumbled civilization on a distant …"
2987,A Wizard in Chaos,Christopher Stasheff,Macmillan,1997,Science Fiction; Fantasy; Fiction; Space Opera; Historical; Fantasy Fiction; General; Epic; Wizards; Gallowglass; Magnus (Fictitious Character),fiction_sf; fiction_fantasy; fiction_general; history; science_general,6,epub; lit,"Under the nom de guerre of Gar Pike, renegade psychic wizard Magnus D'Armand travels the stars fighting injustice and oppression, like his father, Rod Gallowglass, the Warlock in Spite of Himself. But unlike his famous father, Magnus refuses to play the rules, sowing the seeds of freedom and revolution throughout the galaxy. The Rogue Wizard has met his match--a crumbled civilization on a distant …"
2801,A Wizard in Mind,Christopher Stasheff,Macmillan,1996,Fantasy; Fantasy Fiction; Wizards; Fiction; Science Fiction; General; Gallowglass; Magnus (Fictitious Character); Epic,fiction_sf; fiction_fantasy; fiction_general; science_general,6,epub; mobi,"From Publishers Weekly This volume kicks off a new series dedicated to the travels of Magnus d'Armand, who is rebelling against his famous father, Rod Gallowglass, hero of several Stasheff novels (The Warlock in Spite of Himself). Magnus, under the alias of Gar Pike, travels to the island of Pirogia on the planet Petrarch, which he wishes to convert into a democracy. There, he befriends Gianni Bra…"
2992,A Wizard in Mind,Christopher Stasheff,Macmillan,1996,Fantasy; Fantasy Fiction; Wizards; Fiction; Science Fiction; General; Gallowglass; Magnus (Fictitious Character); Epic,fiction_sf; fiction_fantasy; fiction_general; science_general,6,epub; lit,"From Publishers Weekly This volume kicks off a new series dedicated to the travels of Magnus d'Armand, who is rebelling against his famous father, Rod Gallowglass, hero of several Stasheff novels (The Warlock in Spite of Himself). Magnus, under the alias of Gar Pike, travels to the island of Pirogia on the planet Petrarch, which he wishes to convert into a democracy. There, he befriends Gianni Bra…"
2804,A Wizard in Peace,Christopher Stasheff,Macmillan,1996,Science Fiction; Fantasy; Fiction; Fantasy Fiction; General; Epic; Wizards; Gallowglass; Magnus (Fictitious Character),fiction_sf; fiction_fantasy; fiction_general; science_general,8,epub; mobi; rtf,"Under the nom de guerre of Gar Pike, renegade psychic wizard Magnus D'Armand travels the stars fighting injustice and oppression, like his father, Rod Gallowglass, the Warlock in Spite of Himself. But this time the Rogue Wizard may have encountered a tyrant even he can't overthrow: a stern Protector who dictates the very thoughts of his ""loyal"" subjects. So successful if his regime that Magnus is …"
2993,A Wizard in Peace,Christopher Stasheff,Macmillan,1996,Science Fiction; Fantasy; Fiction; Fantasy Fiction; General; Epic; Wizards; Gallowglass; Magnus (Fictitious Character),fiction_sf; fiction_fantasy; fiction_general; science_general,8,epub; lit; rtf,"Under the nom de guerre of Gar Pike, renegade psychic wizard Magnus D'Armand travels the stars fighting injustice and oppression, like his father, Rod Gallowglass, the Warlock in Spite of Himself. But this time the Rogue Wizard may have encountered a tyrant even he can't overthrow: a stern Protector who dictates the very thoughts of his ""loyal"" subjects. So successful if his regime that Magnus is …"
2799,A Wizard in War,Christopher Stasheff,Macmillan,1995,Science Fiction; Fantasy; Fiction; General; Epic; Gallowglass; Magnus (Fictitious Character),fiction_sf; fiction_fantasy; fiction_general; science_general,6,epub; mobi,"The medieval planet of Maltroit seems to be repeating Earth's bloody history in the worst possible manner. It's up to the Rogue Wizard to give the downtrodden a crash course in democracy, so before you can say ""Magna Carta,"" he's bent the course of history by teaching the nobles the rudiments of democracy, and schooling the peasants in the basics of radical politics. From Publishers Weekly The pro…"
3000,A Wizard in War,Christopher Stasheff,Macmillan,1995,Science Fiction; Fantasy; Fiction; General; Epic; Gallowglass; Magnus (Fictitious Character),fiction_sf; fiction_fantasy; fiction_general; science_general,6,epub; lit,"The medieval planet of Maltroit seems to be repeating Earth's bloody history in the worst possible manner. It's up to the Rogue Wizard to give the downtrodden a crash course in democracy, so before you can say ""Magna Carta,"" he's bent the course of history by teaching the nobles the rudiments of democracy, and schooling the peasants in the basics of radical politics. From Publishers Weekly The pro…"
2800,A Wizard in the Way,Christopher Stasheff,Macmillan,2000,Fantasy; Fiction; General,fiction_fantasy; fiction_general,6,epub; mobi; rtf,"Under the nom de guerre of Gar Pike, renegade psychic wizard Magnus D’Armand travels the stars fighting injustice and oppression, like his father, Rod Gallowglass, the Warlock in Spite of Himself. But unlike his famous father, Magnus refuses to play by the rules, sowing the seeds of freedom and revolution throughout the galaxy. A Wizard in the Way When his longtime traveling companion settled down…"
2994,A Wizard in the Way,Christopher Stasheff,Macmillan,2000,Fantasy; Fiction; General,fiction_fantasy; fiction_general,6,epub; lit; rtf,"Under the nom de guerre of Gar Pike, renegade psychic wizard Magnus D’Armand travels the stars fighting injustice and oppression, like his father, Rod Gallowglass, the Warlock in Spite of Himself. But unlike his famous father, Magnus refuses to play by the rules, sowing the seeds of freedom and revolution throughout the galaxy. A Wizard in the Way When his longtime traveling companion settled down…"
2809,Escape Velocity,Christopher Stasheff,,2011,,,,epub; mobi; txt,
3001,Escape Velocity,Christopher Stasheff,,2011,,,,epub; lit; txt,
2796,Haunted Wizard,Christopher Stasheff,,2011,,,,epub; mobi; pdf,
3007,Haunted Wizard,Christopher Stasheff,,2011,,,,epub; lit; pdf,
2798,Her Majesty's Wizard,Christopher Stasheff,Del Rey,1986,,,8,epub; mobi,"Matt read the forbidden runes and found himself in a world where reciting verses worked magic. He got himself locked in a dungeon, created a fire-breathing dragon, and eventually discovered a beautiful princess he swore to save. Little did he guess how hard that would be.... From the Publisher Christopher Stasheff is one-of-a-kind, the sort of writer whose books are both delightful and good for yo…"
3008,Her Majesty's Wizard,Christopher Stasheff,Del Rey,1986,,,8,epub; lit,"Matt read the forbidden runes and found himself in a world where reciting verses worked magic. He got himself locked in a dungeon, created a fire-breathing dragon, and eventually discovered a beautiful princess he swore to save. Little did he guess how hard that would be.... From the Publisher Christopher Stasheff is one-of-a-kind, the sort of writer whose books are both delightful and good for yo…"
2794,King Kobold Revived,Christopher Stasheff,,2011,,,,epub; mobi; pdf,
3009,King Kobold Revived,Christopher Stasheff,,2011,,,,epub; lit; pdf,
2795,M'lady witch,Christopher Stasheff,,2011,,,,epub; mobi,
3010,M'lady witch,Christopher Stasheff,,2011,,,,epub; lit,
2797,"My Son, the Wizard",Christopher Stasheff,,2011,,,,epub; mobi,
3016,"My Son, the Wizard",Christopher Stasheff,,2011,,,,epub; lit,
2791,Oathbound Wizard,Christopher Stasheff,Del Rey,1993,Science Fiction; Fantasy; Fiction; Fantasy Fiction; General; Epic; Wizards,fiction_sf; fiction_fantasy; fiction_general; science_general,,epub; mobi,"Matt Mandrell, unsuspecting graduate student, never imagined his research would lead him to a strange scrap of parchment that would change his life forever. . . . Crossing the void of time and space, Matt is whisked away to an enchanted world where speaking in rhymes works the most dazzling magic. There he wins not only fame and power as the Lord High Wizard, but the heart of the beautiful Queen A…"
